,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
556003,556004,B0006ZSXMQ,A1Q7A78VSQ5GQ4,"Nice Lady ""a reasonable person""",0,0,5,1226620800,Best Madeleines Ever! Yum! Lovely and tasty gift!,"I sent these to a true Madeleine afficionada (loved 'em for decades) & she proclaimed that they were truly wonderful. I think it is great that they are wrapped in groups of 3 to preserve freshness & limit over-eating.  Well done! Best Madeleine cookies ever!!!<br /><br />Update: 6 months later. These have been kept in the freezer. Thaw a few minutes-they are terrific. Had the opportunity to taste-test this. Light, lemony, buttery-beautiful aroma, taste and texture. This is the new standard in Madeleines! Fresh from bakery tasted alongside-good, but no comparison!<br /><br />Update: Repeat buyer-these are the best. The hint of lemon adds an extra zing, but they ere smooth and elegant. Great gift!  A really fine treat."
433663,433664,B001LQCOIS,A19M2SVQIH060K,"M. Kucharski ""Matt K""",0,0,5,1303776000,Very happy,"So far we prepared banana, yam, and buternut squash; had no problems steaming foods or blending them; although yam took a bit longer to get softer. I searched different baby food makers and some time ago I stumbled on a site that reviewed different blenders/mixers, most of them were not marketed as baby food makers however review included if the blenders were baby safe. However, there are only few products that combine steamer and blender. I haven't tried any other ones, but I'm 100% happy with this one."
218900,218901,B0013E7C0S,AKZWJFBLSZISE,David Capps,1,1,5,1330819200,Taste great,"Shipping was very fast, I am a prime member. Upon arivail I opened the package. The box was well sealed and the syrup was held in place by inflated shipping packaging.None of the product leaked out. It was sealed with tape and also had a saftey seal between the lid and the product.The taste was very good. I plan on ordering again soon."
48606,48607,B006H34CUS,A3EO2EP9I60EL,Brianna,0,0,4,1343174400,Yummy snack,"These taste just like a brand of oatmeal bars they has a while back. They are rather delicious. If you love bananas and nuts then this is the snack for you. Tho I must say, they are rather small, which kinda sucks. But still they're yummy, and they satisfied my sweet tooth."
313921,313922,B004JRO1S2,APYKJUMZP99ZJ,"jerseygirldownsouth ""jerseygirldownsouth""",0,1,3,1311811200,"Good.  Would buy if easily available, but wouldn't go out of my way to find it","This is a solid entrant in this sort of sauce category.  Has a bit of kick but not too much.  Good taste (no aftertaste), consistency, etc.<br /><br />I could see using this as a dip or on a sandwich.<br /><br />In my opinion, however, it doesn't stand out above similar products by other companies."
424629,424630,B002HFPW6I,A209QPG0B0F79J,Kari Soderberg,0,0,5,1334534400,The best granola bar on the market!!!!,All the other granola bars are ground up and pressed into a bar. This bar is whole nuts and pieces of fruit held together with rice syrup! Good for you and tastes incredible. I will never go back to a traditional granola bar. YOU HAVE TO TRY THIS BAR!!! I have this as a lunch replacer when I am in a hurry.
482834,482835,B00068DSHS,A3344LJU9IXA7,"Kathleen Dickinson ""H2OGRRL""",0,0,4,1342224000,pigs fly,"Luv em, hate buying them, but dogs live them. Keeps them busy at my dinner time, just be sure to always watch your pets when they get pig ear treats ... Choking is a possibility"
256218,256219,B0001K5KXG,A2IFJ09SF8RQ4Y,"M. Chen ""you go toyota""",0,0,5,1226793600,delicious,"The soft almond nougat is delicious. It's not too sticky, sweet or heavy, but just nice after a meal."
497666,497667,B000HDK0D2,A2YQYOJ5QLPXYS,"M. Stanger ""Certified AromaTherapist""",1,1,5,1325635200,So Good!,"Somethimes healthy candy, if there is such a thing tastes, well... not so great!  These are amazingly delicious!  Great job!!!!!"
423212,423213,B002YR979W,AAZ084UMH8VZ2,"D. L. Brown ""A Knower Of Good Things""",2,2,5,1332028800,I am loving this Couscous,"This is my second purchase of this brands Couscous and I love it. I have found so many ways to use it and add to my menus when cooking. I am still eating it and enjoying it, the purchaase price is great and this has a great shelf life. When this runs out I will be buying more, this work for me."
132237,132238,B000CQIDHE,A3HXF3GVPBQ5B,"Lena Ocansey ""Lena.L""",4,5,5,1231891200,Best Peppermint Tea,"This tea is awesome!  Everytime we run out, I try a different brand, and we always come back."
513523,513524,B007RVT57O,A69RSQ8UV6FFB,Shop at Home,2,2,5,1347494400,Nut addiction,"These nuts are amazing, just the right amount of salty and the nuts are huge! Very addicting, want to eat the whole bag."
565001,565002,B000LKVT90,A3RONLQHPFA9ZP,"A. Blanchard ""Tea, Books, Heaven!""",1,1,5,1309305600,"Great flavor, NO Corn Syrup!","These beans are great tasting, I don't add a thing, my palate is not jaded. I order these on the re-order plan. The best thing is there is no corn product in them, I am one of the multitudes of unrecognized corn allergy folks. And they are vegan! I'm not a vegan but they satisfy many needs. The only problem is that all but 2 of the cans in my case were VERY dented. And not by Amazon I don't believe, as the dents were on the inside cans. Some one very clumsy is dropping these cans, or throwing them."
212536,212537,B002Q8JOSI,A22SZV0N4O2FQM,"E. Perkins ""remo""",1,1,5,1314576000,Dog likes them,Our dog likes these treats. We keep them in our laundry room and everytime we go to do laundry she buries her head in the box until we give her a treat.  They are hard treats and kind of big so they probably wouldn't be good for tiny dogs. Our miniature schnauzer is about 18 pounds and they are just the right size for her.
188271,188272,B0027Z8VES,ATEPA594GAD2U,seattle user,2,2,3,1327276800,eh,"I came across this when I was doing a search for Stumptown coffee, and was excited that a product with such great reviews shipped quickly with Prime.  The coffee is a definitely a dark and oily roast.  However, opening the bag didn't give me that awesome overwhelming whiff... and the brewed cup (I've been using this for both french press and filtered water coffee maker) isn't as exciting as I hoped.  It isn't bad, but the taste is not strong, and I was hoping for a little more depth.  I tend to prefer coffee that holds its flavor even after I added milk/sugar... and this didn't hold up.  I've been playing with different amounts of coffee used, but it didn't seem to matter.  For the price of the bag, it wasn't much of a savings from the brands I already get, although the quick delivery is awesome."
70620,70621,B000FNB3AI,A34W20KVKZI9Y0,Rosie Holan,0,0,5,1252713600,Best Cookies,My son loves these cookies I would buy them from the health food store for over 2 dollars each.  This is well worth the price.  No sugar great!
121223,121224,B0026RHUPI,A1EURJI1C0TUGS,"jayv ""jayv""",0,0,5,1312588800,Expensive but worth it,"My baby has horrible colic. He would scream for hours after eating and it was hard. The dr. Put him on this formula and from the first feeding he's done a complete turn around. I don't think it tastes very good because he was fussy about eating it at first, but now he's ok with it. I'm so glad amazon has subscribe and save for it also because it's so expensive. So that 15% really helps, especially when you just miss out on qualifying for any other help.<br /><br />Just wanted to add. My daycare doesn't mix the formula for you, you have to bring the bottles premade in and put them in the fridge and they'll warm them up. I was noticing at daycare he would get really fussy again, but at home he was perfectly fine. We don't premake bottles at home, we make them as he gets hungry with room temperature water. We have to put gas drops in his daycare bottles, which defeats the purpose of this formula. It even says on the can it'll reduce the effectiveness of the enflora, and we figured out that if you warm it up it breaks the enflora down and makes your baby gassy. Don't warm this formula up. If you're going to warm it up get the concentrated or premade stuff because it doesn't have the enflora in it."
378727,378728,B008YA1LQK,A1POGSPD4HN8Y1,"Cap'n Stoob ""Stoob""",0,0,5,1336694400,Great Coffee!,"I have a sensitive stomach and can't take those fire-blasted, carbonized roastings that a lot of coffee has been subjected to, so when I saw a medium roast, I wondered if it would be a true, flavorful medium roast or charred beans with a toasted outside.  I also am trying to cut back on caffeine.  So it seems that this coffee is tailor made for me!<br /><br />I have a cup of this every morning and I love it!  Great flavor, not much acid, clean aftertaste and enough of a jolt to get going without so much caffeine I get the jitters.<br /><br />I'll definitely be ordering this in the 50-pack boxes!"
381759,381760,B000EVIDV8,A2LTPAX6JUHPOO,TXMilWife,0,0,1,1348012800,Terrible!,"I bought these because we had great luck with another brand of gluten-free cookies and thought these were worth a try also.  They were TERRIBLE, so bad in fact that nobody would eat them.  I contacted Amazon and they graciously refunded me.  I will stick with the original brand from now on, even if these are less expensive."
55703,55704,B00141QYMC,A37HCYJX1CTSF3,Poodlelover,15,19,1,1306022400,DO NOT PURCHASE THESE STRIPS IF YOU WISH TO KEEP YOUR DOG ALIVE!!!,"BUYER BEWARE! This caused severe intestinal bleeding and an inflamed stomach lining in two of my toy poodles who had to be taken emergency, to my nearest animal hospital! The vet bill cost me $1,200 for a $25 6 pack of death strips! I have the remaining 5 packs that are sealed and was going to return them to amazon, but they don't accept edibles..<br /><br />I always buy Mellow Mut and wanted to give these a try. I don't know what possessed me to switch, but I'm so sorry I did!!! They seemed a bit rough, like an old piece of leather, very coarse, not the usual kind of texture my dogs have been used to. I didn't think much of it at first, because they eat these types of treats all the time and they are supposed to be the ''nautral choice'' only healthful, not harmful! But, I never knew the damage they would cost my dogs. They began to become very listless after digestion, severe bloody vomit and explosive, watery diarrhea with blood followed, almost to the point of shock!!! I just got home from a long night at the hospital with them and they are in a very delicate state and still not in the clear. I have to return with them if the vomiting continues for futher investagation!<br /><br />I don't know what to expect in the next couple of hours! They are on very strong medications and must follow a very bland diet for three weeks that is, if no more complications arise! I pray my babies make a full recovery! I urged amazon to pull these off the website, before this tragedy occurs with another innocent life! They are poison for dogs, maybe this batch was just the contaminated one? Either way, you don't want to take that chance with your beloved pooch! Please stay away! I don't even care if I lost my money on this order, you can't put a price on your best friend! I just want everyone's dogs to be safe! Vitality brand dog strips are toxic!!!!<br /><br />P.S. I just found out Mellow Mut and Vitality dog chews are made in China and manufactured by the same company Dogswell! I will never EVER purchase their products again! I'm reporting them to the U.S. Food and Drug Administration!"
